,Unnamed: 0,time,row_384,column_384,rfu_value,replicate,sample_set,gRNA_used,target_added
2775,2775,09:30:00,O,10,101.48,a,NEB2.1,IVT-11C,no_target
2776,2776,09:30:00,A,12,528.114,b,2XBB,syn-11C,C11
2777,2777,09:30:00,C,12,559.77,b,2XBB,IVT-11C,C11
2778,2778,09:30:00,E,12,27.809,b,2XBB,syn-11C,no_target
2779,2779,09:30:00,G,12,30.281,b,2XBB,IVT-11C,no_target
2780,2780,09:30:00,I,12,448.652,b,NEB2.1,syn-11C,C11
2781,2781,09:30:00,K,12,402.578,b,NEB2.1,IVT-11C,C11
2782,2782,09:30:00,M,12,13.499,b,NEB2.1,syn-11C,no_target
2783,2783,09:30:00,O,12,97.709,b,NEB2.1,IVT-11C,no_target
2784,2784,09:40:00,A,2,406.821,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
2785,2785,09:40:00,C,2,315.934,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
2786,2786,09:40:00,E,2,32.191,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
2787,2787,09:40:00,G,2,306.4290000000001,a,unpurified,H6,RPA_48_H6_IS1081_10ng
2788,2788,09:40:00,I,2,301.149,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
2789,2789,09:40:00,K,2,28.966,a,unpurified,H6,RPA_48_H6_IS1081_0ng
2790,2790,09:40:00,M,2,277.63,a,control,B1,synthetic_B1
2791,2791,09:40:00,O,2,13.798,a,control,B1,no_target
2792,2792,09:40:00,A,4,371.883,a,purified,B1,RPA_2_B1_16srRNA_10ng
2793,2793,09:40:00,C,4,278.279,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
2794,2794,09:40:00,E,4,16.706,a,purified,B1,RPA_2_B1_16srRNA_0ng
2795,2795,09:40:00,G,4,336.504,a,purified,H6,RPA_48_H6_IS1081_10ng
2796,2796,09:40:00,I,4,350.487,a,purified,H6,RPA_48_H6_IS1081_0.1ng
2797,2797,09:40:00,K,4,16.462,a,purified,H6,RPA_48_H6_IS1081_0ng
2798,2798,09:40:00,M,4,303.538,a,control,H6,synthetic_H6
2799,2799,09:40:00,O,4,14.168,a,control,H6,no_target
2800,2800,09:40:00,A,6,344.0540000000001,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
2801,2801,09:40:00,C,6,296.705,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
2802,2802,09:40:00,E,6,32.866,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
2803,2803,09:40:00,G,6,310.433,b,unpurified,H6,RPA_48_H6_IS1081_10ng
2804,2804,09:40:00,I,6,327.408,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
2805,2805,09:40:00,K,6,29.104,b,unpurified,H6,RPA_48_H6_IS1081_0ng
2806,2806,09:40:00,M,6,276.712,b,control,B1,synthetic_B1
2807,2807,09:40:00,O,6,14.271,b,control,B1,no_target
2808,2808,09:40:00,A,8,426.134,b,purified,B1,RPA_2_B1_16srRNA_10ng
2809,2809,09:40:00,C,8,263.068,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
2810,2810,09:40:00,E,8,23.269,b,purified,B1,RPA_2_B1_16srRNA_0ng
2811,2811,09:40:00,G,8,386.4980000000001,b,purified,H6,RPA_48_H6_IS1081_10ng
2812,2812,09:40:00,I,8,421.866,b,purified,H6,RPA_48_H6_IS1081_0.1ng
2813,2813,09:40:00,K,8,16.752,b,purified,H6,RPA_48_H6_IS1081_0ng
2814,2814,09:40:00,M,8,366.669,b,control,H6,synthetic_H6
2815,2815,09:40:00,O,8,15.291,b,control,H6,no_target
2816,2816,09:40:00,A,10,549.395,a,2XBB,syn-11C,C11
2817,2817,09:40:00,C,10,632.98,a,2XBB,IVT-11C,C11
2818,2818,09:40:00,E,10,28.797,a,2XBB,syn-11C,no_target
2819,2819,09:40:00,G,10,29.187,a,2XBB,IVT-11C,no_target
2820,2820,09:40:00,I,10,443.392,a,NEB2.1,syn-11C,C11
2821,2821,09:40:00,K,10,540.885,a,NEB2.1,IVT-11C,C11
2822,2822,09:40:00,M,10,13.214,a,NEB2.1,syn-11C,no_target
2823,2823,09:40:00,O,10,101.571,a,NEB2.1,IVT-11C,no_target
2824,2824,09:40:00,A,12,528.344,b,2XBB,syn-11C,C11
2825,2825,09:40:00,C,12,564.3340000000002,b,2XBB,IVT-11C,C11
2826,2826,09:40:00,E,12,28.449,b,2XBB,syn-11C,no_target
2827,2827,09:40:00,G,12,30.366,b,2XBB,IVT-11C,no_target
2828,2828,09:40:00,I,12,446.139,b,NEB2.1,syn-11C,C11
2829,2829,09:40:00,K,12,405.156,b,NEB2.1,IVT-11C,C11
2830,2830,09:40:00,M,12,14.073,b,NEB2.1,syn-11C,no_target
2831,2831,09:40:00,O,12,98.766,b,NEB2.1,IVT-11C,no_target
2832,2832,09:50:00,A,2,398.834,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
2833,2833,09:50:00,C,2,309.404,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
2834,2834,09:50:00,E,2,32.47,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
2835,2835,09:50:00,G,2,302.914,a,unpurified,H6,RPA_48_H6_IS1081_10ng
2836,2836,09:50:00,I,2,297.646,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
2837,2837,09:50:00,K,2,28.819000000000006,a,unpurified,H6,RPA_48_H6_IS1081_0ng
2838,2838,09:50:00,M,2,274.73900000000003,a,control,B1,synthetic_B1
2839,2839,09:50:00,O,2,14.038,a,control,B1,no_target
2840,2840,09:50:00,A,4,371.583,a,purified,B1,RPA_2_B1_16srRNA_10ng
2841,2841,09:50:00,C,4,272.79,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
2842,2842,09:50:00,E,4,16.432000000000002,a,purified,B1,RPA_2_B1_16srRNA_0ng
2843,2843,09:50:00,G,4,338.793,a,purified,H6,RPA_48_H6_IS1081_10ng
2844,2844,09:50:00,I,4,348.9190000000001,a,purified,H6,RPA_48_H6_IS1081_0.1ng
2845,2845,09:50:00,K,4,16.32,a,purified,H6,RPA_48_H6_IS1081_0ng
2846,2846,09:50:00,M,4,302.774,a,control,H6,synthetic_H6
2847,2847,09:50:00,O,4,14.039,a,control,H6,no_target
2848,2848,09:50:00,A,6,343.97,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
2849,2849,09:50:00,C,6,297.463,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
2850,2850,09:50:00,E,6,32.956,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
2851,2851,09:50:00,G,6,308.7990000000001,b,unpurified,H6,RPA_48_H6_IS1081_10ng
2852,2852,09:50:00,I,6,323.955,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
2853,2853,09:50:00,K,6,29.377,b,unpurified,H6,RPA_48_H6_IS1081_0ng
2854,2854,09:50:00,M,6,275.85400000000004,b,control,B1,synthetic_B1
2855,2855,09:50:00,O,6,13.758,b,control,B1,no_target
2856,2856,09:50:00,A,8,422.867,b,purified,B1,RPA_2_B1_16srRNA_10ng
2857,2857,09:50:00,C,8,262.436,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
2858,2858,09:50:00,E,8,23.664,b,purified,B1,RPA_2_B1_16srRNA_0ng
2859,2859,09:50:00,G,8,386.153,b,purified,H6,RPA_48_H6_IS1081_10ng
2860,2860,09:50:00,I,8,420.693,b,purified,H6,RPA_48_H6_IS1081_0.1ng
2861,2861,09:50:00,K,8,17.653,b,purified,H6,RPA_48_H6_IS1081_0ng
2862,2862,09:50:00,M,8,368.377,b,control,H6,synthetic_H6
2863,2863,09:50:00,O,8,15.202,b,control,H6,no_target
2864,2864,09:50:00,A,10,551.606,a,2XBB,syn-11C,C11
2865,2865,09:50:00,C,10,627.119,a,2XBB,IVT-11C,C11
2866,2866,09:50:00,E,10,28.746,a,2XBB,syn-11C,no_target
2867,2867,09:50:00,G,10,29.827,a,2XBB,IVT-11C,no_target
2868,2868,09:50:00,I,10,443.291,a,NEB2.1,syn-11C,C11
2869,2869,09:50:00,K,10,533.842,a,NEB2.1,IVT-11C,C11
2870,2870,09:50:00,M,10,13.36,a,NEB2.1,syn-11C,no_target
2871,2871,09:50:00,O,10,100.248,a,NEB2.1,IVT-11C,no_target
2872,2872,09:50:00,A,12,528.378,b,2XBB,syn-11C,C11
2873,2873,09:50:00,C,12,564.701,b,2XBB,IVT-11C,C11
2874,2874,09:50:00,E,12,28.383000000000006,b,2XBB,syn-11C,no_target
2875,2875,09:50:00,G,12,29.858,b,2XBB,IVT-11C,no_target
2876,2876,09:50:00,I,12,447.131,b,NEB2.1,syn-11C,C11
2877,2877,09:50:00,K,12,406.257,b,NEB2.1,IVT-11C,C11
2878,2878,09:50:00,M,12,14.015999999999998,b,NEB2.1,syn-11C,no_target
2879,2879,09:50:00,O,12,97.465,b,NEB2.1,IVT-11C,no_target
2880,2880,10:00:00,A,2,392.898,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
2881,2881,10:00:00,C,2,308.914,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
2882,2882,10:00:00,E,2,31.3,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
2883,2883,10:00:00,G,2,302.2870000000001,a,unpurified,H6,RPA_48_H6_IS1081_10ng
2884,2884,10:00:00,I,2,298.961,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
2885,2885,10:00:00,K,2,28.746,a,unpurified,H6,RPA_48_H6_IS1081_0ng
2886,2886,10:00:00,M,2,280.774,a,control,B1,synthetic_B1
2887,2887,10:00:00,O,2,14.377,a,control,B1,no_target
2888,2888,10:00:00,A,4,368.296,a,purified,B1,RPA_2_B1_16srRNA_10ng
2889,2889,10:00:00,C,4,274.688,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
2890,2890,10:00:00,E,4,16.465999999999998,a,purified,B1,RPA_2_B1_16srRNA_0ng
2891,2891,10:00:00,G,4,334.852,a,purified,H6,RPA_48_H6_IS1081_10ng
2892,2892,10:00:00,I,4,352.026,a,purified,H6,RPA_48_H6_IS1081_0.1ng
2893,2893,10:00:00,K,4,16.805,a,purified,H6,RPA_48_H6_IS1081_0ng
2894,2894,10:00:00,M,4,302.934,a,control,H6,synthetic_H6
2895,2895,10:00:00,O,4,13.793,a,control,H6,no_target
2896,2896,10:00:00,A,6,342.1980000000001,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
2897,2897,10:00:00,C,6,295.842,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
2898,2898,10:00:00,E,6,32.441,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
2899,2899,10:00:00,G,6,311.1020000000001,b,unpurified,H6,RPA_48_H6_IS1081_10ng
2900,2900,10:00:00,I,6,326.574,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
2901,2901,10:00:00,K,6,29.16,b,unpurified,H6,RPA_48_H6_IS1081_0ng
2902,2902,10:00:00,M,6,274.046,b,control,B1,synthetic_B1
2903,2903,10:00:00,O,6,14.479,b,control,B1,no_target
2904,2904,10:00:00,A,8,422.396,b,purified,B1,RPA_2_B1_16srRNA_10ng
2905,2905,10:00:00,C,8,264.541,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
2906,2906,10:00:00,E,8,23.699,b,purified,B1,RPA_2_B1_16srRNA_0ng
2907,2907,10:00:00,G,8,387.609,b,purified,H6,RPA_48_H6_IS1081_10ng
2908,2908,10:00:00,I,8,419.824,b,purified,H6,RPA_48_H6_IS1081_0.1ng
2909,2909,10:00:00,K,8,18.126,b,purified,H6,RPA_48_H6_IS1081_0ng
2910,2910,10:00:00,M,8,367.932,b,control,H6,synthetic_H6
2911,2911,10:00:00,O,8,15.34,b,control,H6,no_target
2912,2912,10:00:00,A,10,546.249,a,2XBB,syn-11C,C11
2913,2913,10:00:00,C,10,629.9159999999998,a,2XBB,IVT-11C,C11
2914,2914,10:00:00,E,10,29.491,a,2XBB,syn-11C,no_target
2915,2915,10:00:00,G,10,29.991,a,2XBB,IVT-11C,no_target
2916,2916,10:00:00,I,10,441.066,a,NEB2.1,syn-11C,C11
2917,2917,10:00:00,K,10,535.003,a,NEB2.1,IVT-11C,C11
2918,2918,10:00:00,M,10,13.708,a,NEB2.1,syn-11C,no_target
2919,2919,10:00:00,O,10,102.094,a,NEB2.1,IVT-11C,no_target
2920,2920,10:00:00,A,12,530.507,b,2XBB,syn-11C,C11
2921,2921,10:00:00,C,12,561.597,b,2XBB,IVT-11C,C11
2922,2922,10:00:00,E,12,28.892,b,2XBB,syn-11C,no_target
2923,2923,10:00:00,G,12,30.952,b,2XBB,IVT-11C,no_target
2924,2924,10:00:00,I,12,448.668,b,NEB2.1,syn-11C,C11
2925,2925,10:00:00,K,12,405.013,b,NEB2.1,IVT-11C,C11
2926,2926,10:00:00,M,12,13.817,b,NEB2.1,syn-11C,no_target
2927,2927,10:00:00,O,12,99.255,b,NEB2.1,IVT-11C,no_target
2928,2928,10:10:00,A,2,388.512,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
2929,2929,10:10:00,C,2,307.945,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
2930,2930,10:10:00,E,2,31.786,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
2931,2931,10:10:00,G,2,301.741,a,unpurified,H6,RPA_48_H6_IS1081_10ng
2932,2932,10:10:00,I,2,299.62,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
2933,2933,10:10:00,K,2,29.07,a,unpurified,H6,RPA_48_H6_IS1081_0ng
2934,2934,10:10:00,M,2,277.851,a,control,B1,synthetic_B1
2935,2935,10:10:00,O,2,14.239,a,control,B1,no_target
2936,2936,10:10:00,A,4,362.9980000000001,a,purified,B1,RPA_2_B1_16srRNA_10ng
2937,2937,10:10:00,C,4,273.72700000000003,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
2938,2938,10:10:00,E,4,16.4,a,purified,B1,RPA_2_B1_16srRNA_0ng
2939,2939,10:10:00,G,4,332.15,a,purified,H6,RPA_48_H6_IS1081_10ng
2940,2940,10:10:00,I,4,351.603,a,purified,H6,RPA_48_H6_IS1081_0.1ng
2941,2941,10:10:00,K,4,16.487000000000002,a,purified,H6,RPA_48_H6_IS1081_0ng
2942,2942,10:10:00,M,4,305.351,a,control,H6,synthetic_H6
2943,2943,10:10:00,O,4,14.004,a,control,H6,no_target
2944,2944,10:10:00,A,6,337.467,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
2945,2945,10:10:00,C,6,292.649,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
2946,2946,10:10:00,E,6,32.625,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
2947,2947,10:10:00,G,6,308.83,b,unpurified,H6,RPA_48_H6_IS1081_10ng
2948,2948,10:10:00,I,6,329.116,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
2949,2949,10:10:00,K,6,29.29,b,unpurified,H6,RPA_48_H6_IS1081_0ng
2950,2950,10:10:00,M,6,272.85200000000003,b,control,B1,synthetic_B1
2951,2951,10:10:00,O,6,13.89,b,control,B1,no_target
2952,2952,10:10:00,A,8,423.108,b,purified,B1,RPA_2_B1_16srRNA_10ng
2953,2953,10:10:00,C,8,263.457,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
2954,2954,10:10:00,E,8,23.542,b,purified,B1,RPA_2_B1_16srRNA_0ng
2955,2955,10:10:00,G,8,388.791,b,purified,H6,RPA_48_H6_IS1081_10ng
2956,2956,10:10:00,I,8,421.409,b,purified,H6,RPA_48_H6_IS1081_0.1ng
2957,2957,10:10:00,K,8,17.439,b,purified,H6,RPA_48_H6_IS1081_0ng
2958,2958,10:10:00,M,8,366.903,b,control,H6,synthetic_H6
2959,2959,10:10:00,O,8,15.284,b,control,H6,no_target
2960,2960,10:10:00,A,10,548.279,a,2XBB,syn-11C,C11
2961,2961,10:10:00,C,10,630.262,a,2XBB,IVT-11C,C11
2962,2962,10:10:00,E,10,28.598000000000006,a,2XBB,syn-11C,no_target
2963,2963,10:10:00,G,10,30.592,a,2XBB,IVT-11C,no_target
2964,2964,10:10:00,I,10,440.049,a,NEB2.1,syn-11C,C11
2965,2965,10:10:00,K,10,536.455,a,NEB2.1,IVT-11C,C11
2966,2966,10:10:00,M,10,13.762,a,NEB2.1,syn-11C,no_target
2967,2967,10:10:00,O,10,100.498,a,NEB2.1,IVT-11C,no_target
2968,2968,10:10:00,A,12,524.25,b,2XBB,syn-11C,C11
2969,2969,10:10:00,C,12,562.431,b,2XBB,IVT-11C,C11
2970,2970,10:10:00,E,12,29.114,b,2XBB,syn-11C,no_target
2971,2971,10:10:00,G,12,30.158,b,2XBB,IVT-11C,no_target
2972,2972,10:10:00,I,12,446.446,b,NEB2.1,syn-11C,C11
2973,2973,10:10:00,K,12,401.749,b,NEB2.1,IVT-11C,C11
2974,2974,10:10:00,M,12,14.082,b,NEB2.1,syn-11C,no_target
2975,2975,10:10:00,O,12,97.343,b,NEB2.1,IVT-11C,no_target
2976,2976,10:20:00,A,2,384.397,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
2977,2977,10:20:00,C,2,302.705,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
2978,2978,10:20:00,E,2,31.341,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
2979,2979,10:20:00,G,2,296.646,a,unpurified,H6,RPA_48_H6_IS1081_10ng
2980,2980,10:20:00,I,2,298.918,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
2981,2981,10:20:00,K,2,29.296,a,unpurified,H6,RPA_48_H6_IS1081_0ng
2982,2982,10:20:00,M,2,274.138,a,control,B1,synthetic_B1
2983,2983,10:20:00,O,2,14.592,a,control,B1,no_target
2984,2984,10:20:00,A,4,365.099,a,purified,B1,RPA_2_B1_16srRNA_10ng
2985,2985,10:20:00,C,4,270.311,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
2986,2986,10:20:00,E,4,16.398,a,purified,B1,RPA_2_B1_16srRNA_0ng
2987,2987,10:20:00,G,4,334.11300000000006,a,purified,H6,RPA_48_H6_IS1081_10ng
2988,2988,10:20:00,I,4,347.071,a,purified,H6,RPA_48_H6_IS1081_0.1ng
2989,2989,10:20:00,K,4,16.615,a,purified,H6,RPA_48_H6_IS1081_0ng
2990,2990,10:20:00,M,4,301.085,a,control,H6,synthetic_H6
2991,2991,10:20:00,O,4,14.345,a,control,H6,no_target
2992,2992,10:20:00,A,6,334.98800000000006,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
2993,2993,10:20:00,C,6,291.98,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
2994,2994,10:20:00,E,6,31.868,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
2995,2995,10:20:00,G,6,309.808,b,unpurified,H6,RPA_48_H6_IS1081_10ng
2996,2996,10:20:00,I,6,322.026,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
2997,2997,10:20:00,K,6,29.731,b,unpurified,H6,RPA_48_H6_IS1081_0ng
2998,2998,10:20:00,M,6,272.913,b,control,B1,synthetic_B1
2999,2999,10:20:00,O,6,14.13,b,control,B1,no_target
3000,3000,10:20:00,A,8,417.081,b,purified,B1,RPA_2_B1_16srRNA_10ng
3001,3001,10:20:00,C,8,261.738,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
3002,3002,10:20:00,E,8,23.963,b,purified,B1,RPA_2_B1_16srRNA_0ng
3003,3003,10:20:00,G,8,381.876,b,purified,H6,RPA_48_H6_IS1081_10ng
3004,3004,10:20:00,I,8,416.901,b,purified,H6,RPA_48_H6_IS1081_0.1ng
3005,3005,10:20:00,K,8,17.342,b,purified,H6,RPA_48_H6_IS1081_0ng
3006,3006,10:20:00,M,8,367.939,b,control,H6,synthetic_H6
3007,3007,10:20:00,O,8,15.738,b,control,H6,no_target
3008,3008,10:20:00,A,10,547.506,a,2XBB,syn-11C,C11
3009,3009,10:20:00,C,10,623.855,a,2XBB,IVT-11C,C11
3010,3010,10:20:00,E,10,29.477,a,2XBB,syn-11C,no_target
3011,3011,10:20:00,G,10,29.855,a,2XBB,IVT-11C,no_target
3012,3012,10:20:00,I,10,440.792,a,NEB2.1,syn-11C,C11
3013,3013,10:20:00,K,10,533.5219999999998,a,NEB2.1,IVT-11C,C11
3014,3014,10:20:00,M,10,13.825,a,NEB2.1,syn-11C,no_target
3015,3015,10:20:00,O,10,100.748,a,NEB2.1,IVT-11C,no_target
3016,3016,10:20:00,A,12,526.487,b,2XBB,syn-11C,C11
3017,3017,10:20:00,C,12,556.825,b,2XBB,IVT-11C,C11
3018,3018,10:20:00,E,12,27.968000000000004,b,2XBB,syn-11C,no_target
3019,3019,10:20:00,G,12,30.673,b,2XBB,IVT-11C,no_target
3020,3020,10:20:00,I,12,445.569,b,NEB2.1,syn-11C,C11
3021,3021,10:20:00,K,12,405.7,b,NEB2.1,IVT-11C,C11
3022,3022,10:20:00,M,12,14.066,b,NEB2.1,syn-11C,no_target
3023,3023,10:20:00,O,12,97.187,b,NEB2.1,IVT-11C,no_target
3024,3024,10:30:00,A,2,384.8130000000001,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
3025,3025,10:30:00,C,2,302.719,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
3026,3026,10:30:00,E,2,31.561,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
3027,3027,10:30:00,G,2,299.848,a,unpurified,H6,RPA_48_H6_IS1081_10ng
3028,3028,10:30:00,I,2,301.52,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
3029,3029,10:30:00,K,2,29.558000000000003,a,unpurified,H6,RPA_48_H6_IS1081_0ng
3030,3030,10:30:00,M,2,276.08,a,control,B1,synthetic_B1
3031,3031,10:30:00,O,2,14.720999999999998,a,control,B1,no_target
3032,3032,10:30:00,A,4,364.719,a,purified,B1,RPA_2_B1_16srRNA_10ng
3033,3033,10:30:00,C,4,272.476,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
3034,3034,10:30:00,E,4,16.616,a,purified,B1,RPA_2_B1_16srRNA_0ng
3035,3035,10:30:00,G,4,336.256,a,purified,H6,RPA_48_H6_IS1081_10ng
3036,3036,10:30:00,I,4,353.2390000000001,a,purified,H6,RPA_48_H6_IS1081_0.1ng
3037,3037,10:30:00,K,4,16.714000000000002,a,purified,H6,RPA_48_H6_IS1081_0ng
3038,3038,10:30:00,M,4,304.762,a,control,H6,synthetic_H6
3039,3039,10:30:00,O,4,14.539,a,control,H6,no_target
3040,3040,10:30:00,A,6,337.967,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
3041,3041,10:30:00,C,6,295.981,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
3042,3042,10:30:00,E,6,32.373000000000005,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
3043,3043,10:30:00,G,6,310.976,b,unpurified,H6,RPA_48_H6_IS1081_10ng
3044,3044,10:30:00,I,6,325.577,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
3045,3045,10:30:00,K,6,29.545,b,unpurified,H6,RPA_48_H6_IS1081_0ng
3046,3046,10:30:00,M,6,276.031,b,control,B1,synthetic_B1
3047,3047,10:30:00,O,6,14.093,b,control,B1,no_target
3048,3048,10:30:00,A,8,419.648,b,purified,B1,RPA_2_B1_16srRNA_10ng
3049,3049,10:30:00,C,8,265.512,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
3050,3050,10:30:00,E,8,23.862,b,purified,B1,RPA_2_B1_16srRNA_0ng
3051,3051,10:30:00,G,8,385.514,b,purified,H6,RPA_48_H6_IS1081_10ng
3052,3052,10:30:00,I,8,419.746,b,purified,H6,RPA_48_H6_IS1081_0.1ng
3053,3053,10:30:00,K,8,17.594,b,purified,H6,RPA_48_H6_IS1081_0ng
3054,3054,10:30:00,M,8,371.504,b,control,H6,synthetic_H6
3055,3055,10:30:00,O,8,15.46,b,control,H6,no_target
3056,3056,10:30:00,A,10,549.05,a,2XBB,syn-11C,C11
3057,3057,10:30:00,C,10,625.118,a,2XBB,IVT-11C,C11
3058,3058,10:30:00,E,10,29.578000000000007,a,2XBB,syn-11C,no_target
3059,3059,10:30:00,G,10,29.712,a,2XBB,IVT-11C,no_target
3060,3060,10:30:00,I,10,445.609,a,NEB2.1,syn-11C,C11
3061,3061,10:30:00,K,10,534.479,a,NEB2.1,IVT-11C,C11
3062,3062,10:30:00,M,10,14.067,a,NEB2.1,syn-11C,no_target
3063,3063,10:30:00,O,10,101.769,a,NEB2.1,IVT-11C,no_target
3064,3064,10:30:00,A,12,530.055,b,2XBB,syn-11C,C11
3065,3065,10:30:00,C,12,561.115,b,2XBB,IVT-11C,C11
3066,3066,10:30:00,E,12,28.621,b,2XBB,syn-11C,no_target
3067,3067,10:30:00,G,12,30.705,b,2XBB,IVT-11C,no_target
3068,3068,10:30:00,I,12,449.59,b,NEB2.1,syn-11C,C11
3069,3069,10:30:00,K,12,404.97,b,NEB2.1,IVT-11C,C11
3070,3070,10:30:00,M,12,14.319,b,NEB2.1,syn-11C,no_target
3071,3071,10:30:00,O,12,98.942,b,NEB2.1,IVT-11C,no_target
3072,3072,10:40:00,A,2,380.775,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
3073,3073,10:40:00,C,2,301.921,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
3074,3074,10:40:00,E,2,31.327,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
3075,3075,10:40:00,G,2,298.908,a,unpurified,H6,RPA_48_H6_IS1081_10ng
3076,3076,10:40:00,I,2,302.986,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
3077,3077,10:40:00,K,2,28.551,a,unpurified,H6,RPA_48_H6_IS1081_0ng
3078,3078,10:40:00,M,2,274.857,a,control,B1,synthetic_B1
3079,3079,10:40:00,O,2,14.262,a,control,B1,no_target
3080,3080,10:40:00,A,4,357.776,a,purified,B1,RPA_2_B1_16srRNA_10ng
3081,3081,10:40:00,C,4,268.76,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
3082,3082,10:40:00,E,4,16.842,a,purified,B1,RPA_2_B1_16srRNA_0ng
3083,3083,10:40:00,G,4,335.259,a,purified,H6,RPA_48_H6_IS1081_10ng
3084,3084,10:40:00,I,4,351.51199999999994,a,purified,H6,RPA_48_H6_IS1081_0.1ng
3085,3085,10:40:00,K,4,17.042,a,purified,H6,RPA_48_H6_IS1081_0ng
3086,3086,10:40:00,M,4,302.392,a,control,H6,synthetic_H6
3087,3087,10:40:00,O,4,14.212,a,control,H6,no_target
3088,3088,10:40:00,A,6,337.423,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
3089,3089,10:40:00,C,6,291.898,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
3090,3090,10:40:00,E,6,32.855,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
3091,3091,10:40:00,G,6,308.587,b,unpurified,H6,RPA_48_H6_IS1081_10ng
3092,3092,10:40:00,I,6,324.996,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
3093,3093,10:40:00,K,6,28.859,b,unpurified,H6,RPA_48_H6_IS1081_0ng
3094,3094,10:40:00,M,6,273.548,b,control,B1,synthetic_B1
3095,3095,10:40:00,O,6,14.199000000000002,b,control,B1,no_target
3096,3096,10:40:00,A,8,420.80800000000005,b,purified,B1,RPA_2_B1_16srRNA_10ng
3097,3097,10:40:00,C,8,263.485,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
3098,3098,10:40:00,E,8,23.723000000000006,b,purified,B1,RPA_2_B1_16srRNA_0ng
3099,3099,10:40:00,G,8,385.687,b,purified,H6,RPA_48_H6_IS1081_10ng
