,column,concentration,concentration_moles,experiment,kit,read,read_number,rfu_value,row,sample_set,standard_substrate,timepoint,well
91,7,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,154210,F,,ATP,,F7
92,7,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,152208,F,,ATP,,F7
93,7,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,151014,F,,ATP,,F7
94,7,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,149842,F,,ATP,,F7
95,7,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,147119,F,,ATP,,F7
96,8,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,154747,F,,ATP,,F8
97,8,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,152421,F,,ATP,,F8
98,8,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,151628,F,,ATP,,F8
99,8,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,150508,F,,ATP,,F8
100,8,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,148442,F,,ATP,,F8
101,8,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,149751,F,,ATP,,F8
102,9,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,156346,F,,ATP,,F9
103,9,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,157057,F,,ATP,,F9
104,9,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,153905,F,,ATP,,F9
105,9,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,153149,F,,ATP,,F9
106,9,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,151602,F,,ATP,,F9
107,9,10^-13mol/1nM,1e-13,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,152391,F,,ATP,,F9
108,7,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,1493280,G,,ATP,,G7
109,7,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,1495450,G,,ATP,,G7
110,7,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,1497090,G,,ATP,,G7
111,7,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,1475970,G,,ATP,,G7
112,7,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,1480380,G,,ATP,,G7
113,7,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,1430140,G,,ATP,,G7
114,8,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,1484540,G,,ATP,,G8
115,8,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,1472210,G,,ATP,,G8
116,8,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,1469590,G,,ATP,,G8
117,8,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,1477340,G,,ATP,,G8
118,8,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,1464240,G,,ATP,,G8
119,8,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,1413760,G,,ATP,,G8
120,9,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,1481630,G,,ATP,,G9
121,9,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,1477790,G,,ATP,,G9
122,9,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,1462760,G,,ATP,,G9
123,9,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,1442500,G,,ATP,,G9
124,9,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,1443230,G,,ATP,,G9
125,9,10^-12mol/10nM,1e-12,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,1425560,G,,ATP,,G9
126,7,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,2.08039E+07,H,,ATP,,H7
127,7,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,2.06052E+07,H,,ATP,,H7
128,7,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,5E+07,H,,ATP,,H7
129,7,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,5E+07,H,,ATP,,H7
130,7,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,5E+07,H,,ATP,,H7
131,7,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,5E+07,H,,ATP,,H7
132,8,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,2.08863E+07,H,,ATP,,H8
133,8,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,2.06431E+07,H,,ATP,,H8
134,8,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,2.03485E+07,H,,ATP,,H8
135,8,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,1.99864E+07,H,,ATP,,H8
136,8,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,1.97744E+07,H,,ATP,,H8
137,8,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,5E+07,H,,ATP,,H8
138,9,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,5E+07,H,,ATP,,H9
139,9,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,5E+07,H,,ATP,,H9
140,9,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,5E+07,H,,ATP,,H9
141,9,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,5E+07,H,,ATP,,H9
142,9,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,5E+07,H,,ATP,,H9
143,9,10^-11mol/100nM,1e-11,ATP_Standards,ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,5E+07,H,,ATP,,H9
